source,issue,openAI_PS,Inferred_ETD_pattern,coment,y_PS,y''_PS,ACC_AI_PS
docker,"michione Hi guys, does anybody know how to build an executable with pyinstaller in a windows docker container? Is it possible to start a windows container in Linux?","The sentence """""" does anybody know how to build an executable with pyinstaller in a windows docker container? """""" uses <pattern>know how to build an executable with pyinstaller in a windows docker container</pattern> to indicate that the user is seeking guidance on building an executable with pyinstaller in a Windows Docker container. The answer is YES.",,,1,0,0
deeplearning4j,"Hello, I have a quick question about Arbiter and the hyper-parameter optimisation. I'm using . There it defines a TestSetAccuracyScoreFunction, so the optimisation is evaluated according to its performance on the test dataset. My question is: Does the optimisation config employ a type of early stopping, so that the candidate is only evaluated after sufficient training and that overfitting is not a factor? Is there a config for combining Arbiter with early stopping conditions?","The sentence """""" Does the optimisation config employ a type of early stopping, so that the candidate is only evaluated after sufficient training and that overfitting is not a factor? """""" uses <pattern>Does the config employ a type of early stopping</pattern> to indicate that the user is questioning whether the optimization configuration includes early stopping to prevent overfitting. The answer is YES.",,,0,0,1
docker,I'm getting an error when trying to use a docker-compose file...:ERROR: for mongo Cannot create container for service mongo: invalid volume specification. Anyone have any ideas (the windows path is valid) (using the official mongodb dockerfile),"The sentence """""" ERROR: for mongo Cannot create container for service mongo: invalid volume specification. """""" uses <pattern>ERROR: for mongo Cannot create container</pattern> to indicate that there is an error in creating a container for the service ""mongo"". The answer is YES.",,,0,0,1
appium,"hi , is there any tutorial for robotframework using appiumlibrary?","The sentence """""" is there any tutorial for robotframework using appiumlibrary? """""" uses <pattern>is there any tutorial for</pattern> to indicate that the user is looking for a tutorial. The answer is YES.",,,1,0,0
gitter,"Does it make sense to wrap logs with ""``` text"", or maybe there is something with a nice grey so people recognize it's not code more easily?",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
nodejs,Can anyone help me how can I use Google maps API in my node project?,"The sentence """""" Can anyone help me how can I use Google maps API in my node project? """""" uses <pattern>help me how can I use</pattern> to indicate that the user is seeking assistance on how to use the Google Maps API in their node project. The answer is YES.",,,1,0,0
appium,"hey folks, is there anything new on ios/android app logs being accessible in appium? maybe an issue needs to be submitted?",No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
appium,"hello there i m getting error while using RxJava, Retrofit and MoshiConvertor, when i call GET api at that time doen't convert the response object to my DataObject? what should i do?","The sentence """""" when i call GET api at that time doen't convert the response object to my DataObject? """""" uses <pattern>doesn't convert the response object</pattern> to indicate that there is an error in converting the response object to the user's desired DataObject. The answer is YES.",,,0,0,1
deeplearning4j,"Hello. Is there a BLSTM implementation in deeplearning4j? Okay, this follows the same in Graves' Thesis? I also require CTC, is that implemented too?",No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
deeplearning4j,"hi, I add a histogram iteration listener using the following code: [code]; here is the output of console: dropwizard.yml has an error: Unrecognized field at: template. what should I do? Thanks for your attention.","The sentence """""" dropwizard.yml has an error: Unrecognized field at: template. """""" uses <pattern>sth has an error: Unrecognized field at:</pattern> to indicate that there is an error with the ""dropwizard.yml"" file. The answer is YES.",,,0,0,1
gitter,"Hey team, i've searched the documentation and can't seem to find how to block users from private messaging you. Is this a feature at the moment? He's not spamming in the channels much, it's just he's asking a lot of questions since i helped him with somethings but he's not really trying to solve his own problem and he keeps just dropping the code in that i send but not trying to understand it so it'll break and then he doesnt try to fix it Cool will do, thanks for the advice :D","The sentence """""" i've searched the documentation and can't seem to find how to block users from private messaging you. """""" uses <pattern>can't seem to find how to VB PRP from PRP</pattern> to indicate that the user is unable to find the feature to block users from private messaging. The answer is YES.",,,0,0,1
deeplearning4j,"Hi, is there any way of combining columns using datavec? I have a csv file with separate columns for year, month, day etc that I'd like to combine in to a single datatime column. Kind of the opposite of DeriveColumnsFromTimeTransform.","The sentence """""" I have a csv file with separate columns for year, month, day etc that I'd like to combine in to a single datatime column. """""" uses <pattern>combine columns</pattern> to indicate that the user wants to combine separate columns into a single column using datavec. The answer is YES.",,,1,0,0
ethereum,"Hi, i'd like to ask for your help.I've tried to send ETH trough the telegram wallet Monee.Trx ID in Etherscan. telegram I've wrote ""@wallet number sum"" instead of ""wallet number sum"", so it appears that they gone to the wrong wallet. Cause Monee bot take as the users address. Currency have gone and not to my binance wallet. Could you please help me anyhow? Maybe i can connect with the owner of the wallet somehow. Thank you.","The sentence """""" i've tried to send ETH trough the telegram wallet Monee.Trx ID in Etherscan. telegram I've wrote ""@wallet number sum"" instead of ""wallet number sum"", so it appears that they gone to the wrong wallet. """""" uses <pattern>i've tried to send ETH trough the telegram wallet Monee</pattern> to indicate that the user made a mistake in writing the recipient's address, resulting in the ETH being sent to the wrong wallet. The answer is YES.",,,0,0,1
deeplearning4j,"when we do ImageTransform on data, it is done before ImageRecordReader resize image or after that?",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
typescript,"Hello , I have a question regarding the compiler and web workers. So in my case I have worker script and has the importScripts in it, what would I need to do to emulate/make it work? Because the compiler throws importScripts is not found/defined.","The sentence """""" the compiler throws importScripts is not found/defined. """""" uses <pattern>the compiler throws importScripts not found/defined</pattern> to indicate that there is an error with the compiler not recognizing the ""importScripts"" function. The answer is YES.",,,0,0,1
nodejs,Hello someone should please help. I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension,"The sentence """""" I continue receiving this error code while trying to use node.js on command prompt. Could not find files. It like a missing extension """""" uses <pattern>receiving this error code while trying to use node.js</pattern> to indicate that the user is encountering an error while using node.js on the command prompt. The answer is YES.",,,0,0,1
docker,"Hi... is there a way to do docker export <img>:<version> | docker import -but filter only the files u want? nevermind, i guess",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
nodejs,hey my npm install freezes I can't install anything even i re-installed node and npm,"The sentence """""" my npm install freezes """""" uses <pattern>my npm install freezes</pattern> to indicate that the user is facing freezing issues while trying to run npm install. The answer is YES.",,,0,0,1
gitter,any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address?,"The sentence """""" any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address? """""" uses <pattern>why if I changed my email ... I'm still receiving</pattern> to indicate that the user is experiencing an issue where their email address change in Github is not reflected in Gitter email notifications. The answer is YES.",,,0,0,1
gitter,"I've started using Gitter when it was still Github only. Now that it's added Gitlab as a log-in option, I'd like to use Gitlab instead, but I don't want to have to add each room I'm part of. Is there a way to add Gitlab login to my current account or migrate from Github login to Gitlab login? nsuchy: alright, will do :)",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
ethereum,Anyone here knows how to clear a stucked transaction in Ether Wallet or from my Ether Wallet? tried with hiogh gas price and gets stuck Qhuesten_twitter:,"The sentence """""" tried with hiogh gas price and gets stuck """""" uses <pattern>tried with high gas price and gets stuck</pattern> to indicate that the user is experiencing a stuck transaction in Ether Wallet. The answer is YES.",,,0,0,1
docker,"Anyone have a solution for encrypting a docker containers mounted volume when I don't have access to change things on the underlying host? Was looking at LUKs but seems that changes the docker engine config and would apply to all containers, i only want to change one. SISheogorath: I think running something from within the container that encrypts the disk would be how i would want to approach it","The sentence """""" Anyone have a solution for encrypting a docker containers mounted volume when I don't have access to change things on the underlying host? """""" uses <pattern>solution for encrypting</pattern> to indicate that the user is looking for a solution to encrypt a Docker container's mounted volume. The answer is YES.",,,0,0,1
nodejs,"Hi. After recent Windows 2012 Server R2 (KB4025336) update on 13th July, npm build is failing Has anyone faced this issue? Please help","The sentence """""" npm build is failing """""" uses <pattern>npm build is failing</pattern> to indicate that there is an issue with the ""npm build"" process. The answer is YES.",,,0,0,1
docker,"Hi All, Cannot find the module 'adm-zip'.., While executing the gulp command getting this error Can anyone please help to resole this","The sentence """""" Cannot find the module 'adm-zip'. """""" uses <pattern>Cannot find the module</pattern> to indicate that there is an error related to the missing module 'adm-zip'. The answer is YES.",,,0,0,1
docker,"hey folks, I am getting started with docker today with Windows containers and can't figure out why loop back isn't working. Apparently it was fixed in the Windows 10 April update, which I have (v 17134.112) but I can only access my containers via ip and not localhost. docker itself is v 18.03.1-ce-win65","The sentence """""" can't figure out why loop back isn't working """""" uses <pattern>can't figure out why</pattern> to indicate that the user is facing a problem with the loop back not working. The answer is YES.",,,0,0,1
deeplearning4j,"Greetings,What might be a reason for ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)?","The sentence """""" ""Cannot do forward pass: inputs not set"" exception from the merge layer (in computational graph)? """""" uses <pattern>""Cannot do forward pass: inputs not set"" exception</pattern> to indicate the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
typescript,"Hey all :) Fun question... This works fine: But this does not: Is there anything I can do to fix that problem? In my case I have either an array of one type, or an array of the other type... (I'm in the second camp)","The sentence """""" Is there anything I can do to fix that problem? """""" uses <pattern>anything I can do to fix that problem</pattern> to indicate that the user is experiencing a problem and is seeking a solution. The answer is YES.",,,0,0,1
deeplearning4j,"Hi, I'm also having some problem running the examples. Here's the error: I installed java-1.8.0-openjdk-devel.x86_64 with yum, and I can see the version information when I run java -version.","The sentence """""" I'm also having some problem running the examples. Here's the error: """""" uses <pattern>having some problem VBG the examples</pattern> to indicate that the user is encountering some problem while running the examples. The answer is YES.",,,0,0,1
ethereum,i want to by some of those ethereum machine but i dont have any idea what i can do with those can somebody explain me this,"The sentence """""" i want to by some of those ethereum machine but i dont have any idea what i can do with those can somebody explain me this """""" uses <pattern>i want to by some of those ethereum machine</pattern> to indicate that the user wants to buy ethereum machines. The answer is NO.",,,1,1,1
nodejs,"does anyone have any clue if setImmedia behave diffrently in event loop if . I put return in it ? lets say that someAsync, is a generator function and it does smth.. in the end it 'returns' a value",No sentences found to .. . The answer is NO.,,,1,1,1
appium,"Hi Guys, Anyone tried any automation for OCR related tests?(Scan a credit card and see the values on the form in the app) heard that it can be automated using an image from gallery... not really sure","The sentence """""" Anyone tried any automation for OCR related tests? """""" uses <pattern>tried any automation for OCR</pattern> to indicate that the user wants to know if anyone has tried automating OCR related tests. The answer is NO.",,,1,1,1
typescript,"Hello, I'm comparing Flow.js and TypeScript for potential migration of an existing medium-sized codebase. I got Flow.js working and everything, but I can't get TypeScript to recognize my ES6 imports. I tried setting baseUrl and paths, but neither seems to work. web search reveals no solution. This is vanilla ES6 module imports. No webpack/commonjs/amd. Here's what I have in tsconfig.json: directory structure looks like mithril.js, tsconfigis in the same directory asapp.app. is the root of everything the http server will serve.","The sentence """""" I can't get TypeScript to recognize my ES6 imports. """""" uses <pattern>get TypeScript to recognize my ES6 imports</pattern> to indicate that there is an error with TypeScript not recognizing ES6 imports. The answer is YES.",,,0,0,1
gitter,Hello my gitter is not showing the messages on Android What could be the reason? Is there a way to get any error message?,"The sentence """""" my gitter is not showing the messages on Android """""" uses <pattern>my gitter is not showing the messages on Android</pattern> to indicate that there is a problem with the gitter application on Android. The answer is YES.",,,0,0,1
typescript,"I have a simple es2017 Map(): new Map([ ['1', 1], ['2', '2'] ]); What should I add with JSDoc so tsc with checkJs doesn't throw an error like this: (happens using typescript 2.4.2 and@nextas well)","The sentence """""" so tsc with checkJs doesn't throw an error like this """""" uses <pattern>checkJs doesn't throw an error</pattern> to indicate that the user is experiencing an error when using TypeScript. The answer is YES.",,,0,0,1
typescript,"Hi! Has anyone here come up with a nice enough solution for ? To be more specific: Multiple â€œnodeâ€ modules, each with a pacakge.json, each writtein in typescript â€œGo to definitionâ€ should not go to .d.ts file, instead it should recognize project and go into source and the second issue from a multiple module setup is very high RAM usage in watch mode","The sentence """""" Multiple modules, each with a pacakge.json, each writtein in typescript ""Go to definition"" should not go to .d.ts file, instead it should recognize project and go into source and the second issue from a multiple module setup is very high RAM usage in watch mode """""" uses <pattern>Multiple modules..each with a pacakge.json, each writtein in typescript ""Go to definition"" should not go to .d.ts file, instead it should recognize project and go into source and the second issue from a multiple module setup is very high RAM usage in watch mode</pattern> to indicate the user's expectation and the undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
deeplearning4j,"Hi all, I get this error when trying the tsne plot echo $MAVEN_OPTS ?·-Xmx20480M -Xss128M -XX:MaxPermSize=20480M -XX:+CMSClassUnloadingEnabled. I am already providing 20 GB of memory. Does the error mean that I need even more memory?","The sentence """""" I get this error when trying the tsne plot """""" uses <pattern>I get this error</pattern> to indicate that the user is encountering an error. The answer is YES.",,,0,0,1
docker,"I'm having an issue running ansbtapp in a docker container. The app starts running, but then crashes after serving a single request. The container remains running. I've built my image a few different ways,sbt-pack,sbt-assembly,sbt-native-packager, but there's no difference. Does anyone have any idea what might be going on? tusharbudhe0302: Any luck? I'm having a similar issue with redis.","The sentence """""" The app starts running, but then crashes after serving a single request. """""" uses <pattern>The app starts running, but then crashes</pattern> to indicate the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
docker,"Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry?","The sentence """""" Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry? """""" uses <pattern>run into VB when trying to do</pattern> to indicate that the user is encountering the error ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry. The answer is YES.",,,0,0,1
gitter,"It appears that Gitter does not support issuing notifications on activity in a given room, e.g. when stuff happens in the right-hand column, such as new commits or CI build breakages. Is this correct, or have I missed something?","The sentence """""" It appears that Gitter does not support issuing notifications on activity in a given room """""" uses <pattern>sth does not support VBG</pattern> to indicate that Gitter does not support issuing notifications in a given room. The answer is YES.",,,0,0,1
deeplearning4j,"bear with me, I'm trying to understand datasets, if I call getTrain like this, does trainData get a) 65% of iter.next contents, b) all of the previous data in getTrain, plus the new data from iter.net? ie. does it add to the dataset in place.","The sentence """""" if I call getTrain like this, does trainData get a) 65% of iter.next contents, b) all of the previous data in getTrain, plus the new data from iter.net? """""" uses <pattern>if PRP call VB like this, does NP1 get NP2</pattern> to indicate the user's expectation about the behavior of calling getTrain function. The answer is NO.",,,1,1,1
typescript,Is there a way to get the specific type of an instance from a constructor/class type? keithlayne: I've been using it and it works quite well. Sometimes the built in eslint rules don't work for TypeScript but they've been slowly cleaning those up I don't use React unfortunately The fix on save thing is just how eslint works for some reason I'm guessing it's a bug in the ESLint plugin for VSCode Seems likeInstanceType< typeof specificThing>only gives the generic type :(,"The sentence """""" Is there a way to get the specific type of an instance from a constructor/class type? """""" uses <pattern>Is there a way to get the specific type of</pattern> to ask for a specific type from a constructor/class type. The answer is YES.",,,0,0,1
nodejs,"I am currently working on a nodejs app, whenever a user sent a new request the admin should be notified without the the page reloading. I am making use of a nodejs serve-sent event and client side eventSource. but I am have some issues with it, it not updating as it should. pls is there any article that can help with this problem?","The sentence """""" it not updating as it should """""" uses <pattern>VBZ not VBG as it should</pattern> to indicate that there is an error or undesired behavior in the code. The answer is YES.",,,0,0,1
docker,"Please can some help, I have issue contacting host server from my container. I just run a server on host (python -m http.server 9999) butcurl http://127.0.0.1:9999returnscurl: (7) Failed to connect to localhost port 9999: Connection refused. Is there a way to solve this without passing the --network 'host'?","The sentence """""" I have issue contacting host server from my container. """""" uses <pattern>issue contacting host server</pattern> to indicate that the user is having trouble connecting to the host server from their container. The answer is YES.",,,0,0,1
deeplearning4j,"hi, my input that requires masking (sentences), but the prediction not. Is there any way I can use MultiDataset without masking the labels?I\'m currently getting an exception: ""Per output masking for MCXENT + softmax: not supported""","The sentence """""" I'm currently getting an exception: ""Per output masking for MCXENT + softmax: not supported"" """""" uses <pattern>I'm currently getting an exception</pattern> to describe the error or undesired behavior of the system or code provided by the user. The answer is YES.",,,0,0,1
deeplearning4j,How can I build rl4j from source and install 1.0.0-SNAPSHOT that references 1.0.0-beta3 dl4j and nd4j jars? I was trying this:mvn install -DskipTests=true -Ddl4j.version=1.0.0-beta3 -Dnd4j.version=1.0.0-beta3 After referencing rl4j version 1.0.0-SNAPSHOT in my project it still tries to pull dl4j and nd4j SNAPSHOTs,"The sentence """""" After referencing rl4j version 1.0.0-SNAPSHOT in my project it still tries to pull dl4j and nd4j SNAPSHOTs """""" uses <pattern>referencing rl4j version 1.0.0-SNAPSHOT</pattern> to indicate that the user is experiencing an issue where referencing the rl4j version 1.0.0-SNAPSHOT in their project still pulls dl4j and nd4j SNAPSHOTs. The answer is YES.",,,0,0,1
ethereum,"One company issued a token/product against an ETH token. The company develop its own Wallet. When the users conduct transaction, the wallet displays ETH transaction (TX) number/ID. However, upon checking in Etherscan.Io, I could not see the TX number in Etherscan.Io. Could those ETH TX numbers/IDs be a set of self-generated dummy/scam numbers? Anyone can clarify? sh4d0v1: I see - noted with thanks. How about those untraceable ETH TX transations which can't be found in Etherscan.Io?","The sentence """""" Could those ETH TX numbers/IDs be a set of self-generated dummy/scam numbers? """""" uses <pattern>VBD PRP MD VB DT JJ NN</pattern> to indicate the user's suspicion about the legitimacy of the ETH transaction numbers/IDs. The answer is YES.",,,0,0,1
typescript,"hey guys, im getting a weird issue where I'm not importing angular or jquery or anything client-side, but when i try to transpile my assets with typescript, i get a bunch of errors (and understandably so, bc its a server-side folder calledcronand doesnt have the DOM) the errors are related to DOM features that aren't found on the server so it saysCannot find name ____ the architecture is: and im transpiling withtsc --watch --project ./lib/cron/tsconfig.json here are some samples of errors im getting fromtsc also i can easily fix it by including""dom""in my cron folder's tsconfig, but i'm not sure why i would need to its not importing anything using the DOM","The sentence """""" im getting a bunch of errors (and understandably so, bc its a server-side folder calledcronand doesnt have the DOM) the errors are related to DOM features that aren't found on the server so it saysCannot find name ____ the architecture is: and im transpiling withtsc --watch --project ./lib/cron/tsconfig.json here are some samples of errors im getting fromtsc also i can easily fix it by including""dom""in my cron folder's tsconfig, but i'm not sure why i would need to its not importing anything using the DOM """""" uses <pattern>im getting a bunch of errors related to DOM features</pattern> to describe the issue the user is facing. The answer is YES.",,,0,0,1
docker,Has anyone solved the issue with a host with multiple network interfaces being able to route traffic to the docker container? e.g I have eth0 and eth1 serving external traffic that needs to be routed to my container.,"The sentence """""" Has anyone solved the issue with a host with multiple network interfaces being able to route traffic to the docker container? """""" uses <pattern>issue with a host with multiple network interfaces</pattern> to describe the problem of routing traffic to the docker container. The answer is YES.",,,0,0,1
deeplearning4j,"Quick Q: is it ok to reuse aMultiLayerNetwork? If I want to restart training, can I just callMultiLayerNetwork.initto reset and start from scratch? Or do I need to get a new instance?","The sentence """""" If I want to restart training, can I just call MultiLayerNetwork.init to reset and start from scratch? """""" uses <pattern>If I want to VB, can I just call VB to VB and start from scratch</pattern> to indicate the user's question about reusing a MultiLayerNetwork and resetting it for training. The answer is YES.",,,1,0,0
deeplearning4j,"There's a 404 anchor on the page: if it's not the correct url, can anyone point me to the right one?","The sentence """""" There's a 404 anchor on the page: if it's not the correct url, can anyone point me to the right one? """""" uses <pattern>404 anchor</pattern> to indicate that there is a 404 error on the page. The answer is YES.",,,0,0,1
deeplearning4j,"Hi guys, I am having the same issue as yesterday, and this after I created a MultidatasetIterator as you suggested. Here is the gist would appreciate guys if you have some pointers as to why the exception is happening (see gist). I've added some of the code in the gist. Not sure if the problem is in vector1 /vector2 AlexDBlack: could you please take a look at this gist","The sentence """""" I am having the same issue as yesterday """""" uses <pattern>having the same issue</pattern> to indicate that the user is experiencing a recurring problem. The answer is YES.",,,0,0,1
gitter,is it possible not to display my full name?,"The sentence """""" is it possible not to display my full name? """""" uses <pattern>is it possible not to display</pattern> to indicate the user's desire to not display their full name. The answer is YES.",,,1,0,0
appium,"any idea how to solve this error 'Exception in thread ""main"" java.lang.IncompatibleClassChangeError: Implementing class'","The sentence """""" 'Exception in thread ""main"" java.lang.IncompatibleClassChangeError: Implementing class' """""" uses <pattern>java.lang.IncompatibleClassChangeError</pattern> to indicate that there is an error related to incompatible class change. The answer is YES.",,,0,0,1
typescript,"I'm kind of surprised this isn't a type error: By the way, someone here might find this useful: Possibly related/same issue as this? Is there a type that means unknown function? The closest I can get is(...args: never[]) => unknown but that will still let you call it with no arguments","The sentence """""" I'm kind of surprised this isn't a type error: By the way, someone here might find this useful: Possibly related/same issue as this? Is there a type that means unknown function? The closest I can get is(...args: never[]) => unknown but that will still let you call it with no arguments """""" uses <pattern>type error</pattern> to indicate that there is a type error in the code. The answer is YES.",,,0,0,1
gitter,"I wonder why I did not have a GitLab account until today. Was GitLab previously limited access, invitation-only or something like that?","The sentence """""" Was GitLab previously limited access, invitation-only or something like that? """""" uses <pattern>Was GitLab previously limited access</pattern> to indicate that the user is questioning whether GitLab had limited access or was invitation-only in the past. The answer is YES.",,,0,0,1
ethereum,"I'm able to run the Ethereum wallet using the portable zip, but if i try to install and run the installed version I get this error.","The sentence """""" if i try to install and run the installed version I get this error. """""" uses <pattern>if i try to VB and VB</pattern> to indicate that the user is encountering an error when trying to install and run the installed version. The answer is YES.",,,0,0,1
deeplearning4j,"While working with the paragraph vectors classifier example using my own corpus(19 classes altogether, 10000 docs for traning and 10000 docs for predicting), the accurancy seems very low (only up to 12%). Is there any suggestion? Thx.","The sentence """""" the accurancy seems very low (only up to 12%). """""" uses <pattern>the accurancy seems very low</pattern> to indicate the undesired behavior of the system. The answer is YES.",,,0,0,1
ethereum,is it safe to delete chaindata dir and restart my sync with --fast flag?,No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
appium,"Hi, Can someone help with appium and jacoco integration? Yes I want to check the code coverage of the appium code i have written my android app is written in java, my tests are run using appium",No sentences found to .. . The answer is NO.,,,1,1,1
ethereum,"Having issues all of a sudden syncing the block chain anyone know how to troubleshoot the sync, I just keep getting: eth/downloader/downloader.go:305] Synchronisation failed: block download canceled (requested) back online again just as suddenly","The sentence """""" Having issues all of a sudden syncing the block chain anyone know how to troubleshoot the sync """""" uses <pattern>having issues syncing the block chain</pattern> to describe the error or undesired behavior of the system. The answer is YES.",,,0,0,1
ethereum,I have multiple contracts in one code source. how to deploy all these contracts under the of one contract in remix ? please look at image from this link below to understand my question ?,No sentences found to answer the question. The answer is NO.,,,1,1,1
appium,"Hi Guys what is difference between webelement.click(); and driver.tap(1, webelement, 1);",No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
docker,is it possible to inject a file into an image before starting a container from that image? ^ideally a config or properties file.,No sentences found to .. . The answer is NO.,,,1,1,1
typescript,"hello can some one please see my simple type definition file. This library exposes __RCS.Scrollbar using commonjs module. and also if included on a webpage in a global context is this good enough, this definition file will be included with my package","The sentence """""" This library exposes __RCS.Scrollbar using commonjs module. """""" uses <pattern>exposes __RCS.Scrollbar using commonjs module</pattern> to indicate that there might be an error in the type definition file. The answer is YES.",,,0,0,1
nodejs,"I need a very simple signal library. It doesn't even need to support unsubscribing. I just need to be able to register some callback to get notified when an event happens. Searching npm yields a lot but I wonder if there is some kind of defacto standard one that is being used a lot. It looks like ""events"" is the thing I\'m looking for...","The sentence """""" I need a very simple signal library. """""" uses <pattern>I need a simple signal library</pattern> to indicate that the user is looking for a simple signal library. The answer is YES.",,,1,0,0
gitter,"Hi all. I'm in a bit of a weird situation at the moment, and can't find any solutions in the Gitter documentation. Some time ago we started a Gitter room around a group Github user (SARSky). That worked fine until we converted that user to an org on Github (which removes it as a user to log in). Ideally we'd now like to start fresh with a Gitter room based on that org, but we can't access the old one any more, and would like to use the same name for the room. Any ideas? MadLittleMods: Thanks, that'd be great. I've changed org membership to public. We don't mind if all the messages are lost.","The sentence """""" Ideally we'd now like to start fresh with a Gitter room based on that org, but we can't access the old one any more, and would like to use the same name for the room. """""" uses <pattern>we can't access the old one</pattern> to indicate that the user is unable to access the old Gitter room. The answer is YES.",,,0,0,1
typescript,"Is this correct behaviour or have i cocked something up? interface Goat { ... }andinterface Sheep { ... }are identical, a function takesStream<Goat>but i've given it aStream<Sheep>, it's not breaking const mySheepStream: Stream<Sheep> = buildSheepStream(); functionThatNeedsGoatStream(mySheepStream) thank you@ShawnTalbert i found that too, I was surprised but i guess in practical terms it won't be so much of a problem goats are kinda like sheep","The sentence """""" Is this correct behaviour or have i cocked something up? """""" uses <pattern>VB PRP this correct behaviour</pattern> to indicate that the user is questioning whether the behavior they are experiencing is correct or if they made a mistake. The answer is YES.",,,0,0,1
appium,The application at '*/Downloads/DrowsyHypno 2/Apps/1.7.1-e5ed0db.apk' does not exist or is not accessible Can some help with this issue,"The sentence """""" The application at '*/Downloads/DrowsyHypno 2/Apps/1.7.1-e5ed0db.apk' does not exist or is not accessible """""" uses <pattern>the application does not exist or is not accessible</pattern> to indicate that there is an issue with accessing or finding the application. The answer is YES.",,,0,0,1
ethereum,"Every time I try to downlaod 1.8.2 Wnidows I get ""Failed - Network error"" Is anyone else having this problem? THey start downloading then fail.. at different times. So Im using Chrome.. Click on the download options and you can 'Resume' Had to resume about 8 times and it finally downloaded it. Strange.","The sentence """""" Every time I try to downlaod 1.8.2 Wnidows I get ""Failed - Network error"" """""" uses <pattern>get ""Failed - Network error""</pattern> to indicate that the user is experiencing a network error while downloading version 1.8.2 of Windows. The answer is YES.",,,0,0,1
deeplearning4j,"Hi all; i would like to share an observation, and dependign on your input, i could file an issue.",No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
appium,"I have a problem: I run my (hybrid) test cases once, and after few minutes I run same test again, but the second test fails. Any idea why? If I reinstall appium, it will start successfully go through","The sentence """""" I run my (hybrid) test cases once, and after few minutes I run same test again, but the second test fails. """""" uses <pattern>the second test fails</pattern> to indicate the undesired behavior of the system. The answer is YES.",,,0,0,1
nodejs,hey all! Is it possible to have a node script command in a parent directory call a node script of child directory? For instance build.all.devwould look at multiple applications within it's own root path and runbuild.devin each of the specified sub-directories... Essentially making an application wrapper to manage other applications that are similar in configuration. A simple yes or no would be good but maybe there is an example out there? Thank you! hello again! Please and thank you. ah! child_process franciscofsales: thanks a bunch. for some reason I couldn't find it thanks again. I have much to look into.,"The sentence """""" Is it possible to have a node script command in a parent directory call a node script of child directory? """""" uses <pattern>is it possible to have VB NN VB NN VB</pattern> to indicate that the user wants to know if it is possible to call a node script of a child directory from a node script in a parent directory. The answer is YES.",,,1,0,0
docker,"Hello everyone, is it not possible to have a squashfs volume ? docker volume create -d local -o type=squashfs -o device=$(pwd)/pia.squashfsand then mounting the volume inside a container fails withblock device required","The sentence """""" is it not possible to have a squashfs volume ? """""" uses <pattern>is it not possible to have a squashfs</pattern> to indicate that the user is facing an issue with creating a squashfs volume. The answer is YES.",,,0,0,1
deeplearning4j,"Hello, I'm facing a lot of problem in training neural network with Spark. I'm getting a lot of ""ExecutorLostFailure (executor 34 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages."" even with 60gb ram per node in a 3 nodes cluster. Has anyone faced the same issue with Spark?","The sentence """""" I'm getting a lot of ""ExecutorLostFailure (executor 34 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages."" """""" uses <pattern>getting a lot of</pattern> to indicate the problem of ""ExecutorLostFailure"" in Spark. The answer is YES.",,,0,0,1
ethereum,"I'm looking into beginning a long term investment into Ethereum, however my technical knowledge and reaources are quite minimal. Would there be any teccomwndations from Recommendations you folks could make? Sorry about that last message, mobile isn't the most optimal interface I suppose.","The sentence """""" Would there be any teccomwndations from Recommendations you folks could make? """""" uses <pattern>any Recommendations you folks</pattern> to indicate that the user is seeking recommendations. The answer is YES.",,,0,0,1
docker,so if I wanted to make sure the container is always up to date I would have to schedule an external script that regularly kills the container and then recreates it?,No sentences found to indicate the error or undesired behavior of the system or code provided by the user. The answer is NO.,,,1,1,1
