source,issue,openAI_ETD1,openAI_ETD2,openAI_ETD3,y'1,y'2,y'3,y_ETD,y''_ETD,ACC_AI_ETD
nodejs,"Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? I know this doesnt seem very usable, but I have weird usecase.","The sentence """""" Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? """""" uses <pattern>Is there a way to VB</pattern> to indicate that the user expects to ""have npm install only install the declared dependencies"". The answer is YES.","The sentence """""" I know this doesnt seem very usable, but I have weird usecase """""" uses <pattern>I know this doesnt seem very usable, but I have weird usecase</pattern> to indicate that the user expects to ""have npm install only install the declared dependencies in my package.json file"". The answer is YES.","The sentence """""" Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? """""" uses <pattern>Is there a way to VB</pattern> to indicate that the user expects to ""have npm install only install the declared dependencies in my package.json file"". The answer is YES.",0,0,0,0,0,1
nodejs,hello I got error like : Error: CONNECTION ERROR: Couldn't connect to node . when i pass too long string into solidity through nodejscan anybody help me for this? helloI got error like : Error: CONNECTION ERROR: Couldn't connect to node .when i pass too long string into solidity through nodejscan anybody help me for this?,"The sentence """""" when i pass too long string into solidity through nodejscan """""" uses <pattern>pass sth into</pattern> to indicate that the user expects to ""pass too long string into solidity"". The answer is YES.","The sentence """""" can anybody help me for this? """""" uses <pattern>can anybody help me</pattern> to indicate that the user expects people to ""help me for this"". The answer is YES.","The sentence """""" when i pass too long string into solidity through nodejscan anybody help me for this? """""" uses <pattern>when I VB</pattern> to indicate that the user expects not to ""pass too long string into solidity through nodejscan"". The answer is YES.",0,0,0,1,0,0
gitter,"I am having trouble with my desktop client on MacOS. It suddenly starts with an empty white window. Tried to delete the cache folders without result. What is the procedure to get it back to a working state, or is it a known issue? jmcmurry: how do you fix it, as the client in the browser works without problems, only the electron app stopped working :( >_< Ok, so it seems that opening gitter.im in safari times out on my machine for some reason... and that is why the ""desktop"" app fails MadLittleMods: Gitter version: Version 1.177 (1.177)","The sentence """""" What is the procedure to get it back to a working state, """""" uses <pattern>procedure to VB</pattern> to indicate that the user expects ""the procedure to get it back to a working state"". The answer is YES.","The sentence """""" What is the procedure to get it back to a working state """""" uses <pattern>what is the procedure to VB</pattern> to indicate that the user expects ""the procedure to get it back to a working state"". The answer is YES.","The sentence """""" jmcmurry: how do you fix it """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""fix it"". The answer is YES.",0,0,0,0,0,1
ethereum,I'm running geth --fast for the first time. Been going for over three hours now. Is that normal? and it's downloaded 15 Gb of data. This can't be right. How long should geth --fast take ??,No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" Is that normal? and it's downloaded 15 Gb of data. """""" uses <pattern>is that ADJ ADJ</pattern> to indicate that the user's expectation that it is ""not normal"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,1,0,1,1,1,1
typescript,"Hi everyone, I try to type check some JSX children with 2.3.1 and 2.4.0 but all I get isProperty 'children' is missing in type '{}'. Is not in 2.3.1 or 2.4.0-dev? Am I missing something? Thanks","The sentence """""" I try to type check some JSX children """""" uses <pattern>try to VB</pattern> to indicate that the user expects to ""type check some JSX children"". The answer is YES.","The sentence """""" I try to type check some JSX children with 2.3.1 and 2.4.0 """""" uses <pattern>try to VB</pattern> to indicate that the user expects to ""type check some JSX children"". The answer is YES.","The sentence """""" I try to type check some JSX children """""" uses <pattern>try to VB</pattern> to indicate that the user expects to ""type check some JSX children"". The answer is YES.",0,0,0,0,0,1
gitter,"Hello -- just started a community for a project. So far, so good. Trying to create some rooms inside of it. Mostly works. But then I try to create a room with the name ""topics"" and it says ""Validation error"". Any ideas what the problem might be? MadLittleMods: That applies to all communities?","The sentence """""" I try to create a room with the name ""topics"" and it says ""Validation error"" """""" uses <pattern>try to VB</pattern> to indicate that the user expects to ""create a room with the name 'topics'"". The answer is YES.","The sentence """""" Trying to create some rooms inside of it """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""create some rooms inside of it"". The answer is YES.","The sentence """""" Trying to create some rooms inside of it """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""create some rooms"". The answer is YES.",0,0,0,0,0,1
nodejs,"Hello guys,Please, how to mock @google-cloud/logging ? I have gcloud credentials on dev and prod but not tests I use docker-compose on dev","The sentence """""" how to mock @google-cloud/logging """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""mock @google-cloud/logging"". The answer is YES.","The sentence """""" how to mock @google-cloud/logging """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""mock @google-cloud/logging"". The answer is YES.","The sentence """""" Please, how to mock @google-cloud/logging ? """""" uses <pattern>how to VB</pattern> to indicate that the user expects to ""mock @google-cloud/logging"". The answer is YES.",0,0,0,1,0,0
ethereum,plss frds i need help i just downloaded ethereum on window 10 32bits plss what do i do nxt after lunching it...because it satrted loading,"The sentence """""" plss frds i need help i just downloaded ethereum on window 10 32bits plss what do i do nxt after lunching it """""" uses <pattern>what do I do nxt</pattern> to indicate that the user expects to ""do nxt after lunching it"". The answer is YES.","The sentence """""" plss frds i need help """""" uses <pattern>need help</pattern> to indicate that the user expects ""help"". The answer is YES.","The sentence """""" what do i do nxt after lunching it """""" uses <pattern>what to do after VBG</pattern> to indicate that the user expects to ""do nxt after lunching it"". The answer is YES.",0,0,0,1,0,0
ethereum,Hey guys. Have anyone heared about error_36 on MEW?,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,1,1,1
typescript,Is there a something I'm missing which means I need to explicitly state thatmyconfigis not read-only?,"The sentence """""" Is there a something I'm missing which means I need to explicitly state thatmyconfigis not read-only? """""" uses <pattern>missing sth</pattern> to indicate that the user expects to ""state thatmyconfigis not read-only"". The answer is YES.","The sentence """""" Is there a something I'm missing which means I need to explicitly state thatmyconfigis not read-only? """""" uses <pattern>means I need to VB</pattern> to indicate that the user expects to ""state that myconfig is not read-only"". The answer is YES.","The sentence """""" Is there a something I'm missing """""" uses <pattern>Is there sth</pattern> to indicate that the user expects there to be ""something"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,Hi short question i have played around with lstm is it correct that dl4j currently only supports a generative lstm? rnn seem to work as usual...,"The sentence """""" i have played around with lstm is it correct that dl4j currently only supports a generative lstm? """""" uses <pattern>is it correct that</pattern> to indicate that the user expects ""dl4j currently only supports a generative lstm"". The answer is YES.","The sentence """""" i have played around with lstm is it correct that dl4j currently only supports a generative lstm """""" uses <pattern>correct that sth</pattern> to indicate that the user expects ""dl4j to support a generative lstm"". The answer is YES.","The sentence """""" i have played around with lstm is it correct that dl4j currently only supports a generative lstm """""" uses <pattern>is it correct that</pattern> to indicate that the user expects dl4j to ""support a generative lstm"". The answer is YES.",0,0,0,1,0,0
nodejs,I wanted to run above command through js code. That command is working well in command line. I'm not getting proper way to write my code to execute those command,"The sentence """""" I wanted to run above command through js code """""" uses <pattern>wanted to VB</pattern> to indicate that the user expects to ""run above command through js code"". The answer is YES.","The sentence """""" I wanted to run above command through js code """""" uses <pattern>wanted to VB</pattern> to indicate that the user expects to ""run above command through js code"". The answer is YES.","The sentence """""" I wanted to run above command through js code """""" uses <pattern>wanted to VB</pattern> to indicate that the user expects to ""run above command through js code"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"I'm trying to import the Model Zoo dependency into the quickstart dl4j examples project. I noticed that the whole quickstart project is on version 0.8.0 and that model zoo is for 0.8.1, so can't import it. Anyone know a way around this?","The sentence """""" Anyone know a way around this? """""" uses <pattern>know a way around sth</pattern> to indicate that the user expects ""a way around this"". The answer is YES.","The sentence """""" I'm trying to import the Model Zoo dependency into the quickstart dl4j examples project """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""import the Model Zoo dependency"". The answer is YES.","The sentence """""" I'm trying to import the Model Zoo dependency into the quickstart dl4j examples project """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""import the Model Zoo dependency"". The answer is YES.",0,0,0,0,0,1
typescript,"Hey all, is there a reason that usingrequireto import a module rather than theimport { x } from 'x'syntax doesn't include type information. Unfortunately we need to use arequirethat's not on the top level because some global state needs to be set up. I haven't tried with dynamic imports, I'll give it a try. Still seems weird thatrequirewould resolve toany. There's probably something in my config doing that, or is it expected thatrequirewill always resolve a module with typeany?","The sentence """""" Unfortunately we need to use arequirethat's not on the top level because some global state needs to be set up """""" uses <pattern>need to VB</pattern> to indicate that the user expects to ""use arequirethat's not on the top level"". The answer is YES.","The sentence """""" Still seems weird thatrequirewould resolve toany """""" uses <pattern>weird that sth would VB</pattern> to indicate that the user expects ""require"" to ""resolve toany"". The answer is YES.","(The sentence """""" Still seems weird that require would resolve to any """""" uses <pattern>seems to VB</pattern> to indicate that the user expects ""require"" to ""resolve to any"". The answer is YES.)",0,0,0,0,0,1
docker,"Im trying to replace my brew docker instance with a dockerized version - i can start the container - and see my data from within the container - but when i try and access it on the exposed port on os x - i get connection refused docker. postgres:9.5 database psql -U rightisleft -d mydbpsql: could not connect to server: Connection refusedIs the server running locally and acceptingconnections on Unix domain socket ""/tmp/.s.PGSQL.5432""? docker ps -a show it active with the following ports - 0.0.0.0:5432->5432/tcp","The sentence """""" Im trying to replace my brew docker instance with a dockerized version """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""replace my brew docker instance with a dockerized version"". The answer is YES.","The sentence """""" i get connection refused """""" uses <pattern>get sth</pattern> to indicate that the user expects to ""get connection refused"". The answer is YES.","The sentence """""" when i try and access it on the exposed port on os x - i get connection refused """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""access it on the exposed port on os x"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"what could i have done wrong when INDArray lables = dsTest.getLabels(); always gives back [1.0,0.0] for two classes, even though half of the times the second label should fire?","The sentence """""" what could i have done wrong when INDArray lables = dsTest.getLabels(); always gives back [1.0,0.0] for two classes, even though half of the times the second label should fire? """""" uses <pattern>could i have done sth wrong when</pattern> to indicate that the user expects to ""find what went wrong with the code"". The answer is YES.","The sentence """""" always gives back [1.0,0.0] for two classes, even though half of the times the second label should fire? """""" uses <pattern>should VB</pattern> to indicate that the user expects ""the second label to fire"". The answer is YES.","The sentence """""" what could i have done wrong when INDArray lables = dsTest.getLabels(); always gives back [1.0,0.0] for two classes """""" uses <pattern>what could I have done wrong when</pattern> to indicate that the user expects to ""know what could have gone wrong"". The answer is YES.",0,0,0,1,0,0
appium,hi..can anyone help me to resolve dis error. i getting dis error when ever i run my script for android application,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,1,1,1
appium,Getting errors when execute following code:((TakesScreenshot)driver).getScreenshotAs(OutputType.FILE);Configurations:MAC OS: macOS 10.12.6,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,0,1,0
nodejs,How can i convert callbacks to promises? You must try this..,"The sentence """""" How can i convert callbacks to promises? """""" uses <pattern>how can I VB</pattern> to indicate that the user expects to ""convert callbacks to promises"". The answer is YES.","The sentence """""" How can i convert callbacks to promises? """""" uses <pattern>how can i VB</pattern> to indicate that the user expects to ""convert callbacks to promises"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,0,0,1,0,0,1
docker,"is there a way to expose the ip of the host machine to a container using docker-compose's extra_hosts option (or some other means)? or something opposite of the ""ports"" option?","The sentence """""" or something opposite of the ""ports"" option? """""" uses <pattern>something opposite of sth</pattern> to indicate that the user expects ""something opposite of the ""ports"" option"". The answer is YES.","The sentence """""" is there a way to expose the ip of the host machine to a container """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""expose the ip of the host machine to a container"". The answer is YES.","The sentence """""" is there a way to expose the ip of the host machine to a container using docker-compose's extra_hosts option (or some other means)? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""expose the ip of the host machine to a container"". The answer is YES.",0,0,0,0,0,1
docker,"Hello to everyone. Maybe someone could help me. I have dockerized my php project, but can't run it on docker-machine, it works on my localhost instead of 192.168.99.100. Env: Ubuntu 16.04. aafrey: I'm running the project with docker-compose, not with docker run. The project is accessible on docker machine on OS X by the docker-compose up --build -d but on Ubuntu it's accessible on localhost:8082 instead, seems that it runs natively on my Ubuntu layer, but not in docker machine","The sentence """""" I'm running the project with docker-compose, not with docker run. """""" uses <pattern>running sth with sth</pattern> to indicate that the user expects to ""run the project with docker-compose"". The answer is YES.","The sentence """""" The project is accessible on docker machine on OS X by the docker-compose up --build -d but on Ubuntu it's accessible on localhost:8082 instead, seems that it runs natively on my Ubuntu layer, but not in docker machine """""" uses <pattern>seems that</pattern> to indicate that the user expects the project to ""run natively on my Ubuntu layer, but not in docker machine"". The answer is YES.","The sentence """""" it works on my localhost instead of 192.168.99.100 """""" uses <pattern>works on sth</pattern> to indicate that the user expects the project to ""work on 192.168.99.100"". The answer is YES.",0,0,0,1,0,0
deeplearning4j,"I came across this old repo, dl4j-spark-ml. I was curious if there are any future plans to work with SparkML pipelines and DataFrames, or what the alternative is? Is the DatasetFacade the intended way to interact with DataFrames?","The sentence """""" I was curious if there are any future plans to work with SparkML pipelines and DataFrames """""" uses <pattern>curious if sth</pattern> to indicate that the user expects ""future plans to work with SparkML pipelines and DataFrames"". The answer is YES.","The sentence """""" I was curious if there are any future plans to work with SparkML pipelines and DataFrames """""" uses <pattern>curious if sth</pattern> to indicate that the user expects ""any future plans to work with SparkML pipelines and DataFrames"". The answer is YES.","The sentence """""" I was curious if there are any future plans to work with SparkML pipelines and DataFrames """""" uses <pattern>curious if</pattern> to indicate that the user expects ""any future plans to work with SparkML pipelines and DataFrames"". The answer is YES.",0,0,0,0,0,1
ethereum,"Question about gas: Let's say I send a transaction with gas that may or may not be enough, depending on gas price. What happens? If an expensive-gas node picks it up and mines it, my gas is gone and tx is just recorded as ""out of gas"", correct? Is there a way to make it so only cheap-gas nodes pick it up? 4Theking: They can't censor an address on-the-fly, but in theory they could release an update that censors an address, sure.","The sentence """""" What happens? """""" uses <pattern>VBZ</pattern> to indicate that the user expects to know ""What happens?"". The answer is YES.","The sentence """""" What happens? If an expensive-gas node picks it up and mines it, my gas is gone and tx is just recorded as ""out of gas"", correct? """""" uses <pattern>What happens? If</pattern> to indicate that the user expects the transaction to be ""recorded as 'out of gas'"". The answer is YES.","The sentence """""" If an expensive-gas node picks it up and mines it, my gas is gone and tx is just recorded as ""out of gas"", correct? """""" uses <pattern>correct</pattern> to indicate that the user expects ""if an expensive-gas node picks it up and mines it, my gas is gone and tx is just recorded as ""out of gas"""". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"Hey there..I'm trying to get the GPU backend to work with CUDA 7.5 on OS X 10.10.5 with NVIDIA GeForce GT 750M, but there seems to be a memory allocation issue:CudaZeroHandler: Out of [DEVICE] memory, host memory will be used instead: deviceId: [0], requested bytes: [182200]\nException in thread ""main"" java.lang.RuntimeException: Can't allocate [HOST] memory: 1014960; Is this a known thing with a simple solution (I googled, didn\'t find one)? Two related issues may be: and â€” I have also seenCan't allocate [DEVICE] special buffer memory!messages. I'm using dl4j 0.8.0.","The sentence """""" I'm trying to get the GPU backend to work with CUDA 7.5 on OS X 10.10.5 with NVIDIA GeForce GT 750M """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""get the GPU backend to work"". The answer is YES.","The sentence """""" but there seems to be a memory allocation issue: """""" uses <pattern>there seems to be sth</pattern> to indicate that the user expects a memory allocation issue. The answer is YES.","The sentence """""" I'm trying to get the GPU backend to work with CUDA 7.5 on OS X 10.10.5 with NVIDIA GeForce GT 750M, but there seems to be a memory allocation issue """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""get the GPU backend to work with CUDA 7.5 on OS X 10.10.5 with NVIDIA GeForce GT 750M"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,hey guys may I ask a question? what do you mean when you say that dl4j is not made for research?,"The sentence """""" what do you mean when you say that dl4j is not made for research """""" uses <pattern>what do you mean when ...</pattern> but ""when you say that dl4j is not made for research"" is too vague and does not imply the exact user's expectation, so the answer is NO.","The sentence """""" what do you mean when you say that dl4j is not made for research """""" uses <pattern>what do you mean</pattern> to indicate that the user expects to know the answer of ""what do you mean"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,1,0,1,1,1,1
ethereum,"I have a problem with sync Ethereum Mist. First, after 10-15 mins of syncing it stopped and i had to restart it. This carried on for couple of days and I reached 3.6 million. Then it stopped, i restarted it and then to my horror it started the sync right from the beginning... Could you help me find out whats going on?","The sentence """""" Could you help me find out whats going on? """""" uses <pattern>Could you help me VB</pattern> to indicate that the user expects ""help"". The answer is YES.","The sentence """""" Could you help me find out whats going on? """""" uses <pattern>could you help me VB</pattern> to indicate that the user expects ""help me find out whats going on"". The answer is YES.","The sentence """""" Could you help me find out whats going on? """""" uses <pattern>Could you VB</pattern> to indicate that the user expects ""find out whats going on"". The answer is YES.",0,0,0,1,0,0
typescript,"i'm having trouble gettingan_object instanceof MyClassto work correctly, instanceof depends on the construct method of the class in order to correctly identify it, right? patsissons: what if it wasn'tnew()'d ... but it was cast<MyClass>an_object? new()appears to work for me... casting does not","The sentence """""" what if it wasn'tnew()'d ... but it was cast<MyClass>an_object? """""" uses <pattern>what if sth be</pattern> to indicate that the user expects ""it was cast<MyClass>an_object"". The answer is YES.","The sentence """""" i'm having trouble gettingan_object instanceof MyClassto work correctly, instanceof depends on the construct method of the class in order to correctly identify it, right? """""" uses <pattern>depends on sth to VB</pattern> to indicate that the user expects ""instanceof"" to ""depend on the construct method of the class in order to correctly identify it"". The answer is YES.","The sentence """""" what if it wasn'tnew()'d ... but it was cast<MyClass>an_object? """""" uses <pattern>what if sth</pattern> to indicate that the user expects to ""cast<MyClass>an_object"". The answer is YES.",0,0,0,1,0,0
ethereum,hi why after re-install the ethereum wallet then restore the key store and do a full sync the ether in my account still can't display?,"The sentence """""" hi why after re-install the ethereum wallet then restore the key store and do a full sync the ether in my account still can't display? """""" uses <pattern>why after</pattern> to indicate that the user expects ""re-install the ethereum wallet then restore the key store and do a full sync the ether"". The answer is YES.","The sentence """""" after re-install the ethereum wallet then restore the key store and do a full sync the ether in my account still can't display """""" uses <pattern>after VBG</pattern> to indicate that the user expects ether to ""display"". The answer is YES.","The sentence """""" why after re-install the ethereum wallet then restore the key store and do a full sync the ether in my account still can't display? """""" uses <pattern>why VB</pattern> to indicate that the user expects to ""display ether"". The answer is YES.",0,0,0,1,0,0
docker,i can't comment out the h1 element,"The sentence """""" i can't comment out the h1 element """""" uses <pattern>can't VB</pattern> to indicate that the user expects to ""comment out the h1 element"". The answer is YES.",No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,0,1,1,1,1,1
nodejs,"Hi guys, been banging my head on a issue for a couple of days now: in electron (in the nodejs process, thus asking here) using child_process.fork works fine in linux and mac, but exits with the following error on Windows: both with the detached option on or off","The sentence """""" been banging my head on a issue for a couple of days now """""" uses <pattern>banging my head on a issue</pattern> to indicate that the user expects to solve the issue. The answer is YES.","The sentence """""" been banging my head on a issue for a couple of days now """""" uses <pattern>banging my head on sth</pattern> to indicate that the user expects to ""solve the issue"". The answer is YES.","The sentence """""" been banging my head on a issue for a couple of days now """""" uses <pattern>banging my head on a issue</pattern> to indicate that the user expects to ""solve a issue that I've been banging my head on for a couple of days now"". The answer is YES.",0,0,0,1,0,0
ethereum,"Guys? I haven't received my coins yet... Any help? I send coins from coinbase to ethereum wallet But haven't received any yet, but it says 'confirmed'","The sentence """""" I send coins from coinbase to ethereum wallet """""" uses <pattern>send sth to sth</pattern> to indicate that the user expects to ""send coins"". The answer is YES.","The sentence """""" I send coins from coinbase to ethereum wallet """""" uses <pattern>send sth from ... to ...</pattern> to expect the coins to be sent ""from coinbase to ethereum wallet"". The answer is YES.","The sentence """""" I send coins from coinbase to ethereum wallet But haven't received any yet """""" uses <pattern>haven't VBD</pattern> to indicate that the user expects to ""received any yet"". The answer is YES.",0,0,0,1,0,0
deeplearning4j,when should i use backprop in autoencoders?,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,"The sentence """""" when should i use backprop in autoencoders? """""" uses <pattern>when should I VB</pattern> to indicate that the user expects to ""use backprop in autoencoders"". The answer is YES.",1,1,0,1,1,1
gitter,"If there's an organization on GitHub, how can I create a community for it on Gitter? I'm unable to see it in any of the options I've tried. I'm one of the owners of the organization. Thanks for the link! I can't see it, even though I can see my other orgs. So it's not my personal oauth that's causing the issue. How often does the gitter interface refresh the organization list? We created the github organization earlier this morning. Should I see it appear in gitter immediately?","The sentence """""" I can't see it, even though I can see my other orgs """""" uses <pattern>can't VB</pattern> to indicate that the user expects to see it. The answer is YES.","The sentence """""" I can't see it, even though I can see my other orgs """""" uses <pattern>can't VB</pattern> to indicate that the user expects to ""see it"". The answer is YES.","The sentence """""" So it's not my personal oauth that's causing the issue. How often does the gitter interface refresh the organization list? """""" uses <pattern>how often does</pattern> to indicate that the user expects the gitter interface to ""refresh the organization list"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,Hi guys ! I am quite new to DeepLearning4J and so far I am just trying to get my ImageRecordReader to work - at the moment I get the following error : org.nd4j.nativeblas.Nd4jCpu$NativeOps.tadOnlyShapeInfo. I have no clue what this means and Google can't find anything similar to this Error. Does anyone know what this is and how it can be solved ? Thanks for your help !,"The sentence """""" I am quite new to DeepLearning4J and so far I am just trying to get my ImageRecordReader to work """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""get my ImageRecordReader to work"". The answer is YES.","The sentence """""" I am quite new to DeepLearning4J and so far I am just trying to get my ImageRecordReader to work """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""get my ImageRecordReader to work"". The answer is YES.","The sentence """""" I am quite new to DeepLearning4J and so far I am just trying to get my ImageRecordReader to work """""" uses <pattern>trying to VB</pattern> to indicate that the user expects to ""get my ImageRecordReader to work"". The answer is YES.",0,0,0,0,0,1
typescript,"Type of info here is any. Do any1 know if there's some way to get proper type inference with this syntax? NaridaL: I have created a proper index signature. but when destructuring, the destructured data is of type any instead of string. So I'm thinking the type inference isn't working properly with dynamic keys when destructruring","The sentence """""" I have created a proper index signature. but when destructuring, the destructured data is of type any instead of string. So I'm thinking the type inference isn't working properly with dynamic keys when destructruring """""" uses <pattern>thinking sth</pattern> to indicate that the user expects ""type inference"" to ""work properly with dynamic keys when destructruring"". The answer is YES.","The sentence """""" but when destructuring, the destructured data is of type any instead of string """""" uses <pattern>the destructured data is of type any instead of</pattern> to indicate that the user expects the data to ""be of type string"". The answer is YES.","The sentence """""" but when destructuring, the destructured data is of type any instead of string. """""" uses <pattern>when VBG</pattern> to indicate that the user expects the ""destructured data is of type any instead of string"". The answer is YES.",0,0,0,0,0,1
docker,hey whats the difference between docker deploy and docker stack deploy?,"The sentence """""" hey whats the difference between docker deploy and docker stack deploy? """""" uses <pattern>difference between sth and sth</pattern> to indicate that the user expects ""docker deploy and docker stack deploy"". The answer is YES.","The sentence """""" hey whats the difference between docker deploy and docker stack deploy? """""" uses <pattern>difference between</pattern> to indicate that the user expects to ""know the difference between docker deploy and docker stack deploy"". The answer is YES.","The sentence """""" hey whats the difference between docker deploy and docker stack deploy? """""" uses <pattern>whats the difference between</pattern> to indicate that the user expects to know ""the difference between docker deploy and docker stack deploy"". The answer is YES.",0,0,0,1,0,0
deeplearning4j,Is it necessary that I have to use intelliJ IDE ? No right? Before starting I want to know will that cause problems in integrating. The maven. anyone?,"The sentence """""" Before starting I want to know will that cause problems in integrating """""" uses <pattern>want to know</pattern> to indicate that the user expects to ""know will that cause problems in integrating"". The answer is YES.","The sentence """""" Before starting I want to know will that cause problems in integrating. """""" uses <pattern>want to know</pattern> to indicate that the user expects to ""know if it will cause problems in integrating"". The answer is YES.","The sentence """""" Before starting I want to know will that cause problems in integrating """""" uses <pattern>want to VB</pattern> to indicate that the user expects to ""know will that cause problems in integrating"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,I can't open or build the project in my IDEA. IDEA is always telling me resolving dependencies of deeplearning4j examples. QAQ. How can I fix it?,"The sentence """""" I can't open or build the project in my IDEA """""" uses <pattern>can't VB</pattern> to indicate that the user expects to ""open or build the project in my IDEA"". The answer is YES.","The sentence """""" I can't open or build the project in my IDEA """""" uses <pattern>can't VB</pattern> to indicate that the user expects to ""open or build the project in my IDEA"". The answer is YES.","The sentence """""" I can't open or build the project in my IDEA. """""" uses <pattern>can't VB</pattern> to indicate that the user expects to ""open or build the project in IDEA"". The answer is YES.",0,0,0,1,0,0
nodejs,hey guys. I develop on a network that doesn't have internet access. I have internet access on another machine. I can move stuff from the internet machine to the offline machine. What is the trick to making npm install packages from the cache? I'll try the add methods tomorrow. I simply copied my internet machine's cache to my offline and it didn't work. Hopefully because it doesn't know about them without a proper install/add thanks,"The sentence """""" What is the trick to making npm install packages from the cache? """""" uses <pattern>what is the trick to VB</pattern> to indicate that the user expects to ""making npm install packages from the cache"". The answer is YES.","The sentence """""" What is the trick to making npm install packages from the cache? """""" uses <pattern>trick to VBG</pattern> to indicate that the user expects ""making npm install packages from the cache"". The answer is YES.","The sentence """""" I can move stuff from the internet machine to the offline machine """""" uses <pattern>can VB</pattern> to indicate that the user expects to ""move stuff from the internet machine to the offline machine"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"Is it normal the net is training ""well"" with nesterovs, but if I use rmsprop it throws a lot of Hit termination condition on iteration 0: score=0.0, oldScore=0.0 ?","The sentence """""" if I use rmsprop it throws a lot of Hit termination condition """""" uses <pattern>if I use sth, it VB</pattern> to indicate that the user expects ""rmsprop"" to ""throw a lot of Hit termination condition"". The answer is YES.","The sentence """""" if I use rmsprop it throws a lot of Hit termination condition on iteration 0: score=0.0, oldScore=0.0 """""" uses <pattern>if I use sth</pattern> to indicate that the user expects ""rmsprop"" to ""throws a lot of Hit termination condition on iteration 0: score=0.0, oldScore=0.0"". The answer is YES.","The sentence """""" Is it normal the net is training ""well"" with nesterovs, but if I use rmsprop it throws a lot of Hit termination condition on iteration 0: score=0.0, oldScore=0.0 ? """""" uses <pattern>Is it normal</pattern> to indicate that the user expects to ""if I use rmsprop it throws a lot of Hit termination condition on iteration 0: score=0.0, oldScore=0.0"". The answer is YES.",0,0,0,1,0,0
ethereum,I have a guestion: has anyone ever thought of making the ethereum blockchain available via p2p ? As far as I know you have to be connected to the internet and connect to a ethereum node but in my opinion we shouldnt take this for granted,"The sentence """""" has anyone ever thought of making the ethereum blockchain available via p2p """""" uses <pattern>has anyone ever thought of VBG</pattern> to indicate that the user expects ""making the ethereum blockchain available via p2p"". The answer is YES.","The sentence """""" has anyone ever thought of making the ethereum blockchain available via p2p """""" uses <pattern>thought of VBG</pattern> to indicate that the user expects to ""making the ethereum blockchain available via p2p"". The answer is YES.","The sentence """""" has anyone ever thought of making the ethereum blockchain available via p2p """""" uses <pattern>has anyone ever thought of VBG</pattern> to indicate that the user expects ""making the ethereum blockchain available via p2p"". The answer is YES.",0,0,0,0,0,1
deeplearning4j,"Hello team, my name is Jamal . I'd like to become a virtual intern. What's the first step?",No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1,0,1,0
